pair_id,a_name,a_address,a_city,a_state,a_zip,b_name,b_address,b_city,b_state,b_zip,label,note
P318,EAST COAST DESIGNS,11509 PALMER DIVIDE ROAD,LARKSPUR,CO,80118,VANWOMGERDEM LYNN L,11509 PALMER DIVIDE ROAD,LARKSPUR,CO,80118,,
P319,GUENZI KENNETH J,ROUTE 3,STERLING,CO,80751,GUENZI EVA M,ROUTE 3,STERLING,CO,80751,,
P320,FRITZLER MARY JANE,RT 1,ATWOOD,CO,80722,MILLER KATHY L,RT 1,ATWOOD,CO,80722,,
P321,THE STATE BANK OF LA JUNTA,124 COLORADO,LA JUNTA,CO,81050,COLO BANK AND TRUST CO OF LAJUNTA,PO BOX 499,LA JUNTA,CO,81050,,
P322,NORTH FORK GUEST RANCH,PO BOX 30,GRANT,CO,80448,NORTH FORK GUEST RANCH,P O BOX 30,GRANT,CO,80448,,
P323,TUF 2 TOP TRUCKING,2815 MAIN AVE,DURANGO,CO,81301,TUF 2 TOP TRUCKING,2815 MAIN AVENUE,DURANGO,CO,81301,,
P324,KOKES KATHY R,RT 1,CROOK,CO,80726,DICKINSON DANNY,RT 1,CROOK,CO,80726,,
P325,MAHAJAN ASHISH,913 1/2 WEST MOUNTAIN AVE,FORT COLLINS,CO,80521,BLUE SKY CONSULTING,913 1/2 WEST MOUNTAIN AVE,FORT COLLINS,CO,80521,,
P326,JONES THOMAS A,2401 E PLATTE,COLORADO SPRINGS,CO,80909,JONES THOMAS A,3609 E PLATTE AVE,COLORADO SPRINGS,CO,80909,,
P327,HANSEN DONAL D,33588 CO RD J,YUMA,CO,80759,HANSEN DONALD D,33588 CO. RD. J,YUMA,CO,80759,,
P328,REPUBLIC NATIONAL BANK OF ENGLEWOOD,501 WEST HAMPDEN AVENUE,ENGLEWOOD,CO,80110,REPUBLIC NATIONAL BANK OF ENGLEWOOD,501 W HAMPSEN AVE,ENGLEWOOD,CO,801102109,,
P329,NORWEST BANK COLORADO,1740 BROADWAY,DENVER,CO,81137,NORWEST BANK COLORADO,1740 BROADWAY,DENVER,CO,802748625,,
P330,ROTH SHEILA A,ROUTE 2,STERLING,CO,80751,KLINZMANN LISA L,ROUTE 2,STERLING,CO,80751,,
