pair_id,region,question,A_name,B_name,agent_label,rule,note
CT0680,CT,ENTITY - same firm?,"LAZ Parking LTD, LLC","LAZ Parking Northwest, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Northwest at one HQ; family entities
CT0681,CT,ENTITY - same firm?,"ADVANCE DENTAL CLINIC, PC",ADVANCED DENTAL PLLC,DIFFERENT,R1,Advance Dental Clinic PC vs Advanced Dental PLLC; East Hartford vs Middletown
CT0682,CT,ENTITY - same firm?,"CONNECTICUT AERIAL LIFTS, INC.","CONNECTICUT PAVERS INC , A CORPORATION",DIFFERENT,R1,Connecticut Aerial Lifts vs Connecticut Pavers; unrelated names
CT0683,CT,ENTITY - same firm?,"LAZ PARKING LTD, LLC","LAZ Parking Southwest, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Southwest; distinct family entities
CT0684,CT,ENTITY - same firm?,"RIVERVIEW DENTAL, PLLC",Riverview Lawncare LLC,DIFFERENT,R1,"Riverview Dental vs Riverview Lawncare; different firms, different towns"
CT0685,CT,ENTITY - same firm?,"CONNECTICUT PAVERS INC , A CORPORATION",Connecticut State Paving LLC,DIFFERENT,R1,Connecticut Pavers Inc vs Connecticut State Paving LLC; Norwalk vs Ledyard
CT0686,CT,ENTITY - same firm?,"Reliable Drafting, LLC","RELIABLE EXCAVATING COMPANY, INC.",DIFFERENT,R1,Reliable Drafting vs Reliable Excavating; different names and towns
CT0687,CT,ENTITY - same firm?,"HARBOR POINT DENTAL, PC",HARBOR POINT DENTAL AT DARIEN PC,DIFFERENT,R7,Harbor Point Dental PC vs Harbor Point Dental at Darien PC; sibling practices
CT0688,CT,ENTITY - same firm?,"TOTAL LAWN & TREE, LLC",TOTAL LAWN CARE & MORE LLC,DIFFERENT,R1,Total Lawn & Tree vs Total Lawn Care & More; Trumbull vs Milford
CT0689,CT,ENTITY - same firm?,"LAZ Parking LTD, LLC","LAZ Parking Midwest, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Midwest; distinct family entities
CT0690,CT,ENTITY - same firm?,"CONNECTICUT PARTY RENTALS, L.L.C.","CONNECTICUT PAVERS INC , A CORPORATION",DIFFERENT,R1,Connecticut Party Rentals vs Connecticut Pavers; unrelated names
CT0691,CT,ENTITY - same firm?,CONNECTICUT HARDSCAPE LLC,CONNECTICUT PRECAST CORPORATION,DIFFERENT,R1,Connecticut Hardscape vs Connecticut Precast; unrelated names
CT0692,CT,ENTITY - same firm?,"NEW ENGLAND BLACKTOP, INC.",New England Cabinet Co.,DIFFERENT,R1,New England Blacktop vs New England Cabinet; different firms
CT0693,CT,ENTITY - same firm?,"NEW ENGLAND CONCRETE CONSTRUCTION, INC.","NEW ENGLAND CONSTRUCTION, INC.",DIFFERENT,R1,New England Concrete Construction vs New England Construction; Berlin vs Brookfield
CT0694,CT,ENTITY - same firm?,"NEW ENGLAND OIL CO., INC.","NEW ENGLAND TREE, INC.",DIFFERENT,R1,New England Oil vs New England Tree; different firms
CT0695,CT,ENTITY - same firm?,Concrete Frames Production Inc,MARTIN CONCRETE,DIFFERENT,R1,Concrete Frames Production vs Martin Concrete; unrelated names
CT0696,CT,ENTITY - same firm?,"NEW ENGLAND BUILDING & EXCAVATING CO., INC.","NEW ENGLAND BUILDING AND REMODELING, INC.",DIFFERENT,R1,New England Building & Excavating vs Building and Remodeling; Easton vs Guilford
CT0697,CT,ENTITY - same firm?,"CITY CARTING, INC.","CITY PAVING CO., INC.",DIFFERENT,R1,City Carting vs City Paving; different names and towns
CT0698,CT,ENTITY - same firm?,"GREEN AND GROWING, LLC","GREEN & SONS, LLC",DIFFERENT,R1,Green and Growing vs Green & Sons; Oxford vs Litchfield
CT0699,CT,ENTITY - same firm?,"DILLION EXCAVATING & TREE SERVICE, LLC","DILLON EXCAVATING & TREE SERVICE, LLC",SAME,R4,"DILLION is a typo of DILLON; same town Roxbury, PO box vs street address"
CT0700,CT,ENTITY - same firm?,RPS CONCRETE CONSTRUCTION,SCOTTS CONCRETE,DIFFERENT,R1,RPS Concrete Construction vs Scotts Concrete; only a trade word shared
CT0701,CT,ENTITY - same firm?,RPS CONCRETE CONSTRUCTION,CT CUSTOM CONCRETE,DIFFERENT,R1,RPS Concrete Construction vs CT Custom Concrete; different firms
CT0702,CT,ENTITY - same firm?,A B C SEPTIC SERVICE,A YORK SEPTIC SERVICE,DIFFERENT,R1,A B C Septic vs A York Septic; different names and towns
CT0703,CT,ENTITY - same firm?,"NORTHEAST EXCAVATING, INC.",Northwest Excavating LLC,DIFFERENT,R1,"Northeast vs Northwest Excavating; different direction word, different towns"
CT0704,CT,ENTITY - same firm?,"J. P. MARTIN BUILDING, INC.","J.P. MARTIN BUILDING, INC.",SAME,R0,Punctuation-only difference in J.P. Martin Building; identical address
CT0705,CT,ENTITY - same firm?,LEOS CONCRETE,"CONCRETE PLUS, INC.",DIFFERENT,R1,Leos Concrete vs Concrete Plus; different firms and towns
CT0706,CT,ENTITY - same firm?,GREENTREE L.L.C.,GREENTREE L L C,SAME,R0,L.L.C. equals L L C after cleaning; identical name and address
CT0707,CT,ENTITY - same firm?,"CONNECTICUT CLEARING, LLC","CONNECTICUT TEST BORINGS, LLC",DIFFERENT,R1,Connecticut Clearing vs Connecticut Test Borings; unrelated names
CT0708,CT,ENTITY - same firm?,Connecticut Carpentry Corp.,CONNECTICUT CONTAINER CORP.,DIFFERENT,R1,Connecticut Carpentry vs Connecticut Container; different firms
CT0709,CT,ENTITY - same firm?,"CONCRETE CREATIONS, L.L.C.",LEOS CONCRETE,DIFFERENT,R1,Concrete Creations vs Leos Concrete; different firms and towns
CT0710,CT,ENTITY - same firm?,G & L EXCAVATING,V&F Paving,DIFFERENT,R1,G & L Excavating vs V&F Paving; unrelated names
CT0711,CT,ENTITY - same firm?,Connecticut Carpentry Corp.,CONNECTICUT HARDSCAPE LLC,DIFFERENT,R1,Connecticut Carpentry vs Connecticut Hardscape; unrelated names
CT0712,CT,ENTITY - same firm?,United Sitework LLC,UNITED SOLAR LLC,DIFFERENT,R1,United Sitework vs United Solar; different firms and towns
CT0713,CT,ENTITY - same firm?,New England Cabinet Co.,NEW ENGLAND RENTAL LLC,DIFFERENT,R1,New England Cabinet vs New England Rental; different firms
CT0714,CT,ENTITY - same firm?,CONNECTICUT CONTAINER CORP.,CONNECTICUT PAVING & CONCRETE CO,DIFFERENT,R1,Connecticut Container vs Connecticut Paving & Concrete; unrelated names
CT0715,CT,ENTITY - same firm?,Connecticut Concrete Solutions LLC,"CONNECTICUT ENVIRONMENT CONTROL, L.L.C.",DIFFERENT,R1,Connecticut Concrete Solutions vs Connecticut Environment Control; different firms
CT0716,CT,ENTITY - same firm?,All Star Paving & Sealing LLC,ALLSTAR PAVING & SEALING LLC,SAME,R0,C2 joins All Star to Allstar; identical name and Stamford address
CT0717,CT,ENTITY - same firm?,"Connecticut Pharmacy, LLC","CONNECTICUT SCRAP, L.L.C.",DIFFERENT,R1,Connecticut Pharmacy vs Connecticut Scrap; unrelated names
CT0718,CT,ENTITY - same firm?,"NORTHEAST EXCAVATING, INC.","NORTHEAST PAVING, LLC",DIFFERENT,R1,Northeast Excavating vs Northeast Paving; different firms and towns
CT0719,CT,ENTITY - same firm?,Connecticut Concrete Soluntions,Connecticut Concrete Solutions LLC,SAME,R2,"Soluntions is a typo of Solutions; identical Higganum address, suffix omitted once"
CT0720,CT,ENTITY - same firm?,"CONCRETE CREATIONS, L.L.C.",SCOTTS CONCRETE,DIFFERENT,R1,Concrete Creations vs Scotts Concrete; different firms and towns
CT0721,CT,ENTITY - same firm?,PHARMSCRIPT OF CT LLC,"PHARMSCRIPT OF FLORIDA, LLC",DIFFERENT,R7,Pharmscript of CT vs of Florida; sibling entities of one family
CT0722,CT,ENTITY - same firm?,"LAZ PARKING LTD, LLC","LAZ PARKING MIDWEST, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Midwest; distinct family entities
CT0723,CT,ENTITY - same firm?,FAIRMONT PAVING CO,FAIRMONT PAVING CO (DBA),SAME,R0,C3 strips the bare trailing DBA; identical name and address
CT0724,CT,ENTITY - same firm?,"Connecticut Housing Restoration, LLC",CONNECTICUT SUPERIOR STONE LLC,DIFFERENT,R1,Connecticut Housing Restoration vs Connecticut Superior Stone; unrelated names
CT0725,CT,ENTITY - same firm?,Kahn Tractor & Equipment Inc.,"KAHN TRACTOR, EQUIPMENT, INC",SAME,R4,"Kahn Tractor & Equipment; comma vs ampersand only; same town, different address"
CT0726,CT,ENTITY - same firm?,TOP CARE GROUNDS SERVICES LLC,TOPCARE GROUNDS SERVICES LLC,SAME,R0,C2 joins TOP CARE to TOPCARE; identical name and address
CT0727,CT,ENTITY - same firm?,JAD EXCAVATING,LINDAHL EXCAVATING,DIFFERENT,R1,JAD Excavating vs Lindahl Excavating; different firms and towns
CT0728,CT,ENTITY - same firm?,CONCRETE LLC,CUSTOM CONCRETE,DIFFERENT,R1,Concrete LLC vs Custom Concrete; different names and towns
CT0729,CT,ENTITY - same firm?,ARP Welding LLC,"ARP WELDING & REPAIR, LLC",DIFFERENT,R6,"ARP Welding vs ARP Welding & Repair at one Shelton address; added words, not a rendering artifact"
CT0730,CT,ENTITY - same firm?,"LAZ Parking LTD, LLC","LAZ Parking California, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking California; distinct family entities
CT0731,CT,ENTITY - same firm?,"LAZ PARKING LTD, LLC","LAZ Parking Northwest, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Northwest; distinct family entities
CT0732,CT,ENTITY - same firm?,"ERIC'S LANDSCAPING, LLC","ERIC'S LANDSCAPING AND TREE SERVICE, LLC",DIFFERENT,R1,Eric's Landscaping vs Eric's Landscaping and Tree Service; added words are a different name
CT0733,CT,ENTITY - same firm?,J&W EXCAVATING,V&F Paving,DIFFERENT,R1,J&W Excavating vs V&F Paving; unrelated names
CT0734,CT,ENTITY - same firm?,"LAZ Parking LTD, LLC","LAZ Parking Georgia, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Georgia; distinct family entities
CT0735,CT,ENTITY - same firm?,Rhino Concrete Cutting LLC,Rhino Construction LLC,DIFFERENT,R1,Rhino Concrete Cutting vs Rhino Construction; Shelton vs Bethel
CT0736,CT,ENTITY - same firm?,CONCRETE CREATIONS LLC,CUSTOM CONCRETE,DIFFERENT,R1,Concrete Creations vs Custom Concrete; different firms and towns
CT0737,CT,ENTITY - same firm?,CONNECTICUT PRECAST CORPORATION,"CONNECTICUT SURGICAL CENTER, LLC",DIFFERENT,R1,Connecticut Precast vs Connecticut Surgical Center; unrelated names
CT0738,CT,ENTITY - same firm?,"DILLION EXCAVATING & TREE SERVICE, LLC","DILLON EXCAVATING & TREE SERVICE, LLC",SAME,R2,"DILLION is a typo of DILLON; identical address, and R2 outranks R6"
CT0739,CT,ENTITY - same firm?,CONCRETE LLC,CONCRETE FLOORS COMPANY LLC.,DIFFERENT,R1,Concrete LLC vs Concrete Floors Company; different names and towns
CT0740,CT,ENTITY - same firm?,"LAZ Parking LTD, LLC","LAZ Parking Louisiana, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Louisiana; distinct family entities
CT0741,CT,ENTITY - same firm?,GOSSELIN PAVING & LANDSCAPING,GOSSELIN PAVING & LANDSCAPNG C/O MICHAEL GOSSELIN,SAME,R2,C5 strips care-of; LANDSCAPNG is a typo; identical 41 Willow St address
CT0742,CT,ENTITY - same firm?,Bam Fitness Associates LLC,BAM FITNESS SOUTH LLC,DIFFERENT,R7,"Bam Fitness Associates vs Bam Fitness South; sibling entities, Clinton vs Niantic"
CT0743,CT,ENTITY - same firm?,G&C PAVING LLC,"G & L EXCAVATING, INC.",DIFFERENT,R1,G&C Paving vs G & L Excavating; P7 letters are content; different towns
CT0744,CT,ENTITY - same firm?,"Connecticut Pharmacy East Rock LTC, LLC",CONNECTICUT PRECAST CORPORATION,DIFFERENT,R1,Connecticut Pharmacy East Rock vs Connecticut Precast; unrelated names
CT0745,CT,ENTITY - same firm?,"BIRMINGHAM CONSTRUCTION COMPANY, LLC","BIRMINGHAM CONSTRUCTION COMPANY, LL",SAME,R2,LL is a truncation of LLC; identical name and Beacon Falls address
CT0746,CT,ENTITY - same firm?,J&J PAVING LLC,J & W EXCAVATING LLC,DIFFERENT,R1,J&J Paving vs J & W Excavating; Wolcott CT vs Naples FL
CT0747,CT,ENTITY - same firm?,CONNECTICUT SUPERIOR STONE LLC,"CONNECTICUT TEST BORINGS, LLC",DIFFERENT,R1,Connecticut Superior Stone vs Connecticut Test Borings; unrelated names
CT0748,CT,ENTITY - same firm?,"LAZ PARKING LTD, LLC","LAZ Parking California, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking California; distinct family entities
CT0749,CT,ENTITY - same firm?,CF LESSEE K8 LLC,CF LESSEE KBC1 LLC,DIFFERENT,R7,"CF Lessee K8 vs KBC1; separately chartered numbered SPEs, different addresses"
CT0750,CT,ENTITY - same firm?,Connecticut Carpentry Corp.,"CONNECTICUT PARTY RENTALS, L.L.C.",DIFFERENT,R1,Connecticut Carpentry vs Connecticut Party Rentals; unrelated names
CT0751,CT,ENTITY - same firm?,"JAMES CONSTRUCTION, LLC","JAMES FARRELL CONSTRUCTION, LLC",DIFFERENT,R1,James Construction vs James Farrell Construction; West Hartland vs Stamford
CT0752,CT,ENTITY - same firm?,CF LESSEE K 10 LLC,CF LESSEE K2 LLC,DIFFERENT,R7,CF Lessee K 10 vs K2; separately chartered numbered SPEs
CT0753,CT,ENTITY - same firm?,"PHARMSCRIPT, L.L.C.",PHARMSCRIPT OF CT LLC,DIFFERENT,R7,Pharmscript LLC vs Pharmscript of CT; parent and geographic sibling entity
CT0754,CT,ENTITY - same firm?,"LAZ PARKING LTD, LLC","LAZ Parking Nevada, LLC",DIFFERENT,R7,LAZ Parking LTD vs LAZ Parking Nevada; distinct family entities
CT0755,CT,ENTITY - same firm?,NEW ENGLAND RENTAL LLC,"NEW ENGLAND TREE, INC.",DIFFERENT,R1,New England Rental vs New England Tree; different firms and towns
CT0756,CT,ENTITY - same firm?,CONNECTICUT CONTAINER CORP.,"CONNECTICUT PAVERS INC , A CORPORATION",DIFFERENT,R1,Connecticut Container vs Connecticut Pavers; unrelated names
CT0757,CT,ENTITY - same firm?,CONCRETE INC.,LEOS CONCRETE,DIFFERENT,R1,Concrete Inc vs Leos Concrete; different firms and towns
CT0758,CT,ENTITY - same firm?,Connecticut Auto Center LLC,"CONNECTICUT CARTAGE COMPANY, INC.",DIFFERENT,R1,Connecticut Auto Center vs Connecticut Cartage; unrelated names
CT0759,CT,ENTITY - same firm?,Connecticut State Paving LLC,"CONNECTICUT TEST BORINGS, LLC",DIFFERENT,R1,Connecticut State Paving vs Connecticut Test Borings; unrelated names
CT0760,CT,ENTITY - same firm?,"NORTHEAST EXCAVATING, INC.","NORTHEAST PAVING, LLC",DIFFERENT,R1,Northeast Excavating vs Northeast Paving; different firms and towns
CT0761,CT,ENTITY - same firm?,"ROBERT HANSEN LANDSCAPING, LLC",ROBERTSON PAVING LLC,DIFFERENT,R1,Robert Hansen Landscaping vs Robertson Paving; different names and towns
CT0762,CT,ENTITY - same firm?,RPS CONCRETE CONSTRUCTION,CONCRETE SUPERSTRUCTURES INC,DIFFERENT,R1,RPS Concrete Construction vs Concrete Superstructures; only a trade word shared
CT0763,CT,ENTITY - same firm?,"CONNECTICUT GOLF CLUB, INCORPORATED THE",CONNECTICUT STATE PAVING LLC,DIFFERENT,R1,Connecticut Golf Club vs Connecticut State Paving; unrelated names
CT0764,CT,ENTITY - same firm?,E..A.STEVENS CONSTRUCTION LLC.,"EASTSIDE ELECTRIC, INC.",DIFFERENT,R1,E.A. Stevens Construction vs Eastside Electric; different firms
CT0765,CT,ENTITY - same firm?,NORTH CREEK CONTRACTING LLC,"NORTHEAST EXCAVATING, INC.",DIFFERENT,R1,North Creek Contracting vs Northeast Excavating; different firms and towns
CT0766,CT,ENTITY - same firm?,"THE FRANKLIN ACADEMY, INCORPORATED",THE MARION MANUFACTURING COMPANY,DIFFERENT,R1,The Franklin Academy vs The Marion Manufacturing Company; unrelated
CT0767,CT,ENTITY - same firm?,Palmer Point Marina,MARINI PAVING LLC,DIFFERENT,R1,Palmer Point Marina vs Marini Paving; different firms and towns
CT0768,CT,ENTITY - same firm?,"P&J PLAYGROUND SERVICES, INC.",P&P Enterprise LLC,DIFFERENT,R1,P&J Playground vs P&P Enterprise; P7 letters are content; different towns
CT0769,CT,ENTITY - same firm?,NORTHEAST ASPHALT MAINTENANCE COMPANY LLC,"NORTHEAST TOWERS, INC.",DIFFERENT,R1,Northeast Asphalt Maintenance vs Northeast Towers; different firms
CT0770,CT,ENTITY - same firm?,"COMMERCIAL CONSTRUCTION GROUP, LLC","COMMERCIAL GLASS, LLC",DIFFERENT,R1,Commercial Construction Group vs Commercial Glass; Old Lyme vs Bridgeport
CT0771,CT,ENTITY - same firm?,POWER TEAM CONSTRUCTION COMPANY LLC,POWERS OUTDOOR SERVICES LLC,DIFFERENT,R1,Power Team Construction vs Powers Outdoor Services; different firms
CT0772,CT,ENTITY - same firm?,THE GARDEN SHOPPE INC.,THE GREENWICH TENT COMPANY,DIFFERENT,R1,The Garden Shoppe vs The Greenwich Tent Company; unrelated
CT0773,CT,ENTITY - same firm?,"CRANE & SONS, INC",CRANE GEN CONSTRUCTION LLC,DIFFERENT,R1,Crane & Sons vs Crane Gen Construction; Canaan vs East Lyme
CT0774,CT,ENTITY - same firm?,New England Cabinet Co.,NEW ENGLAND WELL DRILLING AND PUMP SERVICE LLC,DIFFERENT,R1,New England Cabinet vs New England Well Drilling; different firms
CT0775,CT,ENTITY - same firm?,AMERICAN CONCRETE PUMPING CO.,"American Wood Products, Inc.",DIFFERENT,R1,American Concrete Pumping vs American Wood Products; unrelated
CT0776,CT,ENTITY - same firm?,"CONNECTICUT AERIAL LIFTS, INC.",CONNETICUT ROOFING & PAVING,DIFFERENT,R1,Connecticut Aerial Lifts vs Conneticut Roofing & Paving; different firms and towns
CT0777,CT,ENTITY - same firm?,"ASPHALT AND ALTERNATIVE LLC , A PARTNERSHIP",GARRITY ASPHALT RECLAIMING,DIFFERENT,R1,Asphalt and Alternative vs Garrity Asphalt Reclaiming; unrelated names
CT0778,CT,ENTITY - same firm?,"THE INN ON MAIN, LLC",THE WILSON ARMS COMPANY,DIFFERENT,R1,The Inn on Main vs The Wilson Arms Company; unrelated
CT0779,CT,ENTITY - same firm?,"ADVANCE BIOMEDICAL TREATMENT CENTER, LLC","ADVANCED CONSTRUCTION AND TREE REMOVAL, LLC",DIFFERENT,R1,Advance Biomedical Treatment Center vs Advanced Construction and Tree Removal; unrelated
CT0780,CT,ENTITY - same firm?,"A & B EXCAVATING, L.L.C.","A & L REFRIGERATION, LLC",DIFFERENT,R1,A & B Excavating vs A & L Refrigeration; P7 letters are content
CT0781,CT,ENTITY - same firm?,"J & H AUTO REPAIR CENTER, INC.","J & J BROTHERS, LLC",DIFFERENT,R1,"J&H Auto Repair vs J&J Brothers; different names, different cities, no shared address"
CT0782,CT,ENTITY - same firm?,"CONNECTICUT CARTAGE COMPANY, INC.",CONNECTICUT USED PARTS & AUTO WRECKING,DIFFERENT,R1,Cartage Company vs Used Parts & Auto Wrecking; only the state word is shared
CT0783,CT,ENTITY - same firm?,"MANCHESTER RENTAL ASSOCIATES, LLC","WESTERLY RENTAL ASSOCIATES, LLC",DIFFERENT,R6,"Manchester vs Westerly Rental Associates share PO Box 9411 Bolton; different names, same address"
CT0784,CT,ENTITY - same firm?,M&M Distributions LLC,M&S MATERIALS LLC,DIFFERENT,R1,M&M Distributions vs M&S Materials; P7 keeps single letters as content
CT0785,CT,ENTITY - same firm?,Connecticut Concrete Solutions LLC,"CONNECTICUT POOL AND SPA, LLC",DIFFERENT,R1,Concrete Solutions vs Pool and Spa; different firms
CT0786,CT,ENTITY - same firm?,"GREEN ACRES TURF BUILDERS, INC","GREEN MOUNTAIN VENTURES, LLC",DIFFERENT,R1,Green Acres Turf Builders vs Green Mountain Ventures
CT0787,CT,ENTITY - same firm?,"CONNECTICUT ASSOCIATION OF BOARDS OF EDUCATION, INC.","CONNECTICUT BASEMENT SYSTEMS, INC.",DIFFERENT,R1,Boards of Education vs Basement Systems
CT0788,CT,ENTITY - same firm?,"R & R CORRUGTED CONTAINER, INC.","R AND R LANDSCAPE DESIGN, LLC",DIFFERENT,R1,R&R Corrugated Container vs R and R Landscape Design; different trades and cities
CT0789,CT,ENTITY - same firm?,"CUSTOM CONCRETE POLISHING, LLC",CUSTOM CRAFTSMAN WOODWORKING LLC,DIFFERENT,R1,Custom Concrete Polishing vs Custom Craftsman Woodworking
CT0790,CT,ENTITY - same firm?,"THE DOUBLE ""C"" CONSTRUCTION COMPANY, L.L.C.","THE RIDGEWOOD COUNTRY CLUB, INCORPORATED",DIFFERENT,R1,Double C Construction vs Ridgewood Country Club
CT0791,CT,ENTITY - same firm?,"L & J POOLS, INC.","L AND S EQUIPMENT, LLC",DIFFERENT,R1,L&J Pools vs L and S Equipment; P7 single letters are content
CT0792,CT,ENTITY - same firm?,"CONNECTICUT LAND DESIGN, INC.","CONNECTICUT PSYCHIATRIC AND WELLNESS CENTER, LLC",DIFFERENT,R1,Land Design vs Psychiatric and Wellness Center
CT0793,CT,ENTITY - same firm?,"JOHN S. LANE & SON, INCORPORATED","JOHN SAMUEL, INC.",DIFFERENT,R1,John S. Lane & Son vs John Samuel Inc
CT0794,CT,ENTITY - same firm?,"CONNECTICUT PSYCHIATRIC AND WELLNESS CENTER, LLC","CONNECTICUT TREE SERVICE OF NAUGATUCK, LLC",DIFFERENT,R1,Psychiatric Center vs Tree Service of Naugatuck
CT0795,CT,ENTITY - same firm?,"Connecticut Equine Clinic, PLLC","CONNECTICUT YANKEE COUNCIL, INC., BOY SCOUTS OF AMERICA",DIFFERENT,R1,Equine Clinic vs Yankee Council Boy Scouts
CT0796,CT,ENTITY - same firm?,"ALL AMERICAN PAVING, LLC","ALL STAR PAVING & SEALING, LLC",DIFFERENT,R1,"All American Paving vs All Star Paving & Sealing; different PO boxes, different names"
CT0797,CT,ENTITY - same firm?,ELITE PAVING LLC,ELITE TURF LLC,DIFFERENT,R1,Elite Paving vs Elite Turf
CT0798,CT,ENTITY - same firm?,International Supply LLC,"INTERQUIP-USA, LLC",DIFFERENT,R1,International Supply vs Interquip-USA
CT0799,CT,ENTITY - same firm?,"DAVID CURTIS, LLC","DAVID J. GESIAK, LLC",DIFFERENT,R1,David Curtis vs David J. Gesiak; different surnames
CT0800,CT,ENTITY - same firm?,"Granby-GR1, LLC",Grand Taj Group LLC,DIFFERENT,R1,Granby-GR1 vs Grand Taj Group
CT0801,CT,ENTITY - same firm?,"INFINI-D ALCHEMY, INC.",INFINITE HVAC SOLUTIONS LLC,DIFFERENT,R1,Infini-D Alchemy vs Infinite HVAC Solutions
CT0802,CT,ENTITY - same firm?,HIGHLAND MANUFACTURING INC.,"HIGHLAND PARK MARKET, INC.",DIFFERENT,R1,Highland Manufacturing vs Highland Park Market; shared city only
CT0803,CT,ENTITY - same firm?,"ELITE III ASPHALT SERVICES, LLC",ELITE LANDSCAPES LLC,DIFFERENT,R1,Elite III Asphalt Services vs Elite Landscapes
CT0804,CT,ENTITY - same firm?,CONNECTICUT BUILDING WRECKING INC.,"CONNECTICUT POOL AND SPA, LLC",DIFFERENT,R1,Building Wrecking vs Pool and Spa
CT0805,CT,ENTITY - same firm?,"CONNECTICUT NATURAL FOOD MART, INC.","CONNECTICUT PACKAGING MATERIALS, INC.",DIFFERENT,R1,Natural Food Mart vs Packaging Materials
CT0806,CT,ENTITY - same firm?,"CONNECTICUT SITEWORKS LLC , A PARTNERSHIP","CONNECTICUT SURGERY CENTER, LIMITED PARTNERSHIP",DIFFERENT,R1,Siteworks vs Surgery Center; C3 strips the trailing legal-form clause
CT0807,CT,ENTITY - same firm?,"THE DRIVEWAY GUYS, LLC","THE RILEY FARM RESCUE, INC.",DIFFERENT,R1,Driveway Guys vs Riley Farm Rescue
CT0808,CT,ENTITY - same firm?,"COMPLETE CONCRETE & LANDSCAPES, LLC","COMPLETE ENVIRONMENTAL TESTING, INC.",DIFFERENT,R1,Complete Concrete & Landscapes vs Complete Environmental Testing
CT0809,CT,ENTITY - same firm?,AMERICAN MATERIALS CORPORATION,"American Wood Products, Inc.",DIFFERENT,R1,American Materials vs American Wood Products
CT0810,CT,ENTITY - same firm?,D&G LANDSCAPING LLC,"D & L EXCAVATION, INC.",DIFFERENT,R1,D&G Landscaping vs D&L Excavation; P7 single letters are content
CT0811,CT,ENTITY - same firm?,TURF PROS CT LLC,TURF WIZARDS LAWN CARE LLC,DIFFERENT,R1,Turf Pros CT vs Turf Wizards Lawn Care
CT0812,CT,ENTITY - same firm?,"AMERICAN EXCAVATING INC , A CORPORATION",AMERICAN VETS ABATEMENT EXPERTS LLC,DIFFERENT,R1,American Excavating vs American Vets Abatement Experts
CT0813,CT,ENTITY - same firm?,New England Concrete Work LLC,"NEW ENGLAND LANDSCAPE & MANAGEMENT, INC.",DIFFERENT,R1,New England Concrete Work vs New England Landscape & Management
CT0814,CT,ENTITY - same firm?,"CONNECTICUT PROPANE & PETROLEUM, LLC","CONNECTICUT RIVERS COUNCIL, INC., BOY SCOUTS OF AMERICA",DIFFERENT,R1,Propane & Petroleum vs Rivers Council Boy Scouts
CT0815,CT,ENTITY - same firm?,ADVANCED COATING SOLUTIONS AND CONCRETE FLOOR PREPARATION LLC,ADVANCED COMPACTOR INC.,DIFFERENT,R1,Advanced Coating Solutions vs Advanced Compactor; different names and states
CT0816,CT,ENTITY - same firm?,"SEYMOUR AUTO WRECKING, INC.","SEYMOUR SEALING SERVICE, INC.",DIFFERENT,R1,Seymour Auto Wrecking vs Seymour Sealing Service
CT0817,CT,ENTITY - same firm?,EAST COAST FOREST PRODUCTS LLC,"EAST COAST MATERIALS MANAGEMENT, L.L.C.",DIFFERENT,R1,East Coast Forest Products vs East Coast Materials Management
CT0818,CT,ENTITY - same firm?,"GREENFIELD AVIATION, LLC",GREENWICH HEATING & COOLING LLC,DIFFERENT,R1,Greenfield Aviation vs Greenwich Heating & Cooling
CT0819,CT,ENTITY - same firm?,NORTHWEST CONCRETE LLC,"NORTHWEST CONNECTICUT ROD AND GUN CLUB, INCORPORATED THE",DIFFERENT,R1,Northwest Concrete vs Northwest Connecticut Rod and Gun Club
CT0820,CT,ENTITY - same firm?,"STONE CREEK HARDSCAPE, LLC",STONY CREEK QUARRY CORP,DIFFERENT,R1,Stone Creek Hardscape vs Stony Creek Quarry; different names and cities
CT0821,CT,ENTITY - same firm?,"CLS INSULATION, LLC","GOLD STAR INSULATION, L.P.",DIFFERENT,R6,"CLS vs Gold Star Insulation at one agent address; INSULATION is a trade word, PR2"
CT0822,CT,ENTITY - same firm?,"FARMINGTON SHOW GROUNDS, LLC","FARMINGTON VALLEY EQUIPMENT, INC.",DIFFERENT,R1,Farmington Show Grounds vs Farmington Valley Equipment
CT0823,CT,ENTITY - same firm?,"LAZ KARP ASSOCIATES, LLC","LAZ Parking Louisiana, LLC",DIFFERENT,R7,LAZ Karp Associates vs LAZ Parking Louisiana; distinct entities of one family
CT0824,CT,ENTITY - same firm?,RPS CONCRETE CONSTRUCTION,"CONCRETE CORING CO OF CONNECTICUT , A CORPORATION",DIFFERENT,R1,RPS Concrete Construction vs Concrete Coring Co of Connecticut
CT0825,CT,ENTITY - same firm?,"The Corebev Group, Inc","THE VERDI CONSTRUCTION COMPANY, L.L.C.",DIFFERENT,R1,Corebev Group vs Verdi Construction
